barnes, sn-0.6.0, 02.87, 65508, 2.85, 0.01, 0, 2838
espresso, sn-0.6.0, 05.19, 6216, 5.16, 0.03, 0, 654
z3, sn-0.6.0, 01.17, 66184, 1.16, 0.01, 0, 734
gs, sn-0.6.0, 01.18, 48280, 1.17, 0.01, 0, 1999
redis, sn-0.6.0, 4.216, 30440, 1.74, 0.38, 0, 8556
cfrac, sn-0.6.0, 06.27, 3332, 6.27, 0.00, 0, 432
leanN, sn-0.6.0, 24.85, 545020, 95.77, 0.89, 0, 12529
sed, sn-0.6.0, 01.73, 342816, 1.64, 0.08, 0, 1449
barnes, sn-0.6.0, 02.86, 65508, 2.83, 0.02, 0, 2839
espresso, sn-0.6.0, 05.12, 6536, 5.09, 0.02, 0, 658
z3, sn-0.6.0, 01.16, 66108, 1.14, 0.01, 0, 735
gs, sn-0.6.0, 01.17, 48452, 1.15, 0.02, 0, 1998
redis, sn-0.6.0, 4.241, 30464, 1.80, 0.34, 0, 8558
cfrac, sn-0.6.0, 06.27, 3244, 6.27, 0.00, 0, 434
leanN, sn-0.6.0, 25.01, 517504, 97.71, 0.77, 0, 11406
sed, sn-0.6.0, 01.73, 342784, 1.65, 0.07, 0, 1477
barnes, sn-0.6.0, 02.90, 65604, 2.88, 0.02, 0, 2837
espresso, sn-0.6.0, 05.10, 6248, 5.06, 0.04, 0, 659
z3, sn-0.6.0, 01.18, 66188, 1.16, 0.01, 0, 740
gs, sn-0.6.0, 01.18, 48188, 1.15, 0.02, 0, 1998
redis, sn-0.6.0, 4.254, 30504, 1.80, 0.34, 0, 8552
cfrac, sn-0.6.0, 06.26, 3332, 6.26, 0.00, 0, 434
leanN, sn-0.6.0, 27.54, 544660, 111.08, 1.01, 0, 13274
sed, sn-0.6.0, 01.72, 342796, 1.60, 0.11, 0, 1474
barnes, sn-0.6.0, 02.86, 65672, 2.84, 0.02, 0, 2839
espresso, sn-0.6.0, 05.11, 6232, 5.09, 0.02, 0, 654
z3, sn-0.6.0, 01.17, 66068, 1.15, 0.01, 0, 741
gs, sn-0.6.0, 01.18, 48352, 1.14, 0.03, 0, 2001
redis, sn-0.6.0, 4.199, 30520, 1.74, 0.36, 0, 8579
cfrac, sn-0.6.0, 06.28, 3300, 6.28, 0.00, 0, 433
leanN, sn-0.6.0, 25.55, 535144, 99.90, 0.83, 0, 12792
sed, sn-0.6.0, 01.73, 342908, 1.63, 0.09, 0, 1480
barnes, sn-0.6.0, 02.86, 65552, 2.83, 0.02, 0, 2838
espresso, sn-0.6.0, 05.11, 6328, 5.07, 0.03, 0, 661
z3, sn-0.6.0, 01.17, 66052, 1.17, 0.00, 0, 734
gs, sn-0.6.0, 01.17, 48216, 1.14, 0.01, 0, 1999
redis, sn-0.6.0, 4.248, 30392, 1.74, 0.40, 0, 8556
cfrac, sn-0.6.0, 06.39, 3272, 6.39, 0.00, 0, 429
leanN, sn-0.6.0, 26.24, 529888, 103.74, 0.90, 0, 10606
sed, sn-0.6.0, 01.73, 342732, 1.66, 0.06, 0, 1477
barnes, sn-0.6.0, 02.86, 65660, 2.85, 0.01, 0, 2839
espresso, sn-0.6.0, 05.21, 6272, 5.18, 0.03, 0, 660
z3, sn-0.6.0, 01.17, 65988, 1.14, 0.02, 0, 733
gs, sn-0.6.0, 01.16, 48528, 1.13, 0.03, 0, 1997
redis, sn-0.6.0, 4.203, 30428, 1.78, 0.34, 0, 8564
cfrac, sn-0.6.0, 06.23, 3276, 6.23, 0.00, 0, 431
leanN, sn-0.6.0, 27.12, 530604, 108.73, 1.00, 0, 12559
sed, sn-0.6.0, 01.73, 342848, 1.64, 0.09, 0, 1474
barnes, sn-0.6.0, 02.93, 65796, 2.92, 0.01, 0, 2844
espresso, sn-0.6.0, 05.11, 6256, 5.11, 0.00, 0, 658
z3, sn-0.6.0, 01.16, 66164, 1.15, 0.01, 0, 739
gs, sn-0.6.0, 01.17, 48532, 1.15, 0.01, 0, 1993
redis, sn-0.6.0, 4.196, 30348, 1.74, 0.37, 0, 8562
cfrac, sn-0.6.0, 06.25, 3328, 6.25, 0.00, 0, 431
leanN, sn-0.6.0, 26.39, 518364, 104.78, 0.84, 0, 11801
sed, sn-0.6.0, 01.76, 342848, 1.68, 0.07, 0, 1478
barnes, sn-0.6.0, 02.86, 65636, 2.85, 0.01, 0, 2847
espresso, sn-0.6.0, 05.12, 6268, 5.09, 0.03, 0, 659
z3, sn-0.6.0, 01.18, 66116, 1.17, 0.00, 0, 738
gs, sn-0.6.0, 01.18, 48488, 1.16, 0.02, 0, 2000
redis, sn-0.6.0, 4.320, 30360, 1.80, 0.37, 0, 8539
cfrac, sn-0.6.0, 06.27, 3336, 6.27, 0.00, 0, 435
leanN, sn-0.6.0, 25.36, 534340, 98.64, 0.81, 0, 12637
sed, sn-0.6.0, 01.76, 342736, 1.66, 0.09, 0, 1478
barnes, sn-0.6.0, 02.87, 65668, 2.84, 0.03, 0, 2837
espresso, sn-0.6.0, 05.13, 6236, 5.10, 0.02, 0, 656
z3, sn-0.6.0, 01.17, 66192, 1.16, 0.00, 0, 737
gs, sn-0.6.0, 01.17, 48364, 1.16, 0.01, 0, 1998
redis, sn-0.6.0, 4.182, 30384, 1.72, 0.39, 0, 8574
cfrac, sn-0.6.0, 06.27, 3332, 6.27, 0.00, 0, 436
leanN, sn-0.6.0, 24.73, 534340, 94.63, 0.75, 0, 13335
sed, sn-0.6.0, 01.73, 342912, 1.64, 0.08, 0, 1475
barnes, sn-0.6.0, 02.86, 65640, 2.84, 0.02, 0, 2848
espresso, sn-0.6.0, 05.14, 6296, 5.10, 0.03, 0, 658
z3, sn-0.6.0, 01.17, 66000, 1.14, 0.02, 0, 732
gs, sn-0.6.0, 01.18, 48316, 1.14, 0.03, 0, 1996
redis, sn-0.6.0, 4.239, 30492, 1.74, 0.39, 0, 8547
cfrac, sn-0.6.0, 06.27, 3264, 6.26, 0.00, 0, 430
leanN, sn-0.6.0, 25.04, 538884, 96.63, 0.76, 0, 13205
sed, sn-0.6.0, 01.73, 342812, 1.65, 0.08, 0, 1454
barnes, sn-0.6.0, 02.90, 65508, 2.89, 0.00, 0, 2839
espresso, sn-0.6.0, 05.13, 6432, 5.12, 0.01, 0, 659
z3, sn-0.6.0, 01.17, 66128, 1.16, 0.01, 0, 734
gs, sn-0.6.0, 01.18, 48284, 1.15, 0.02, 0, 1997
redis, sn-0.6.0, 4.231, 30396, 1.68, 0.44, 0, 8561
cfrac, sn-0.6.0, 06.26, 3312, 6.26, 0.00, 0, 432
leanN, sn-0.6.0, 24.98, 530168, 95.53, 0.83, 0, 12350
sed, sn-0.6.0, 01.73, 342840, 1.63, 0.10, 0, 1475
barnes, sn-0.6.0, 02.86, 65600, 2.86, 0.00, 0, 2837
espresso, sn-0.6.0, 05.22, 6232, 5.19, 0.02, 0, 655
z3, sn-0.6.0, 01.16, 66120, 1.14, 0.02, 0, 733
gs, sn-0.6.0, 01.17, 48504, 1.15, 0.02, 0, 1996
redis, sn-0.6.0, 4.189, 30384, 1.69, 0.41, 0, 8580
cfrac, sn-0.6.0, 06.43, 3328, 6.43, 0.00, 0, 434
leanN, sn-0.6.0, 25.93, 546076, 101.21, 0.89, 0, 12098
sed, sn-0.6.0, 01.73, 342820, 1.59, 0.13, 0, 1454
barnes, sn-0.6.0, 02.84, 65664, 2.83, 0.01, 0, 2834
espresso, sn-0.6.0, 05.24, 6204, 5.21, 0.03, 0, 658
z3, sn-0.6.0, 01.16, 66120, 1.14, 0.01, 0, 732
gs, sn-0.6.0, 01.18, 48436, 1.16, 0.02, 0, 1994
redis, sn-0.6.0, 4.205, 30532, 1.72, 0.39, 0, 8568
cfrac, sn-0.6.0, 06.26, 3300, 6.26, 0.00, 0, 429
leanN, sn-0.6.0, 24.78, 528436, 95.18, 0.90, 0, 12185
sed, sn-0.6.0, 01.73, 342816, 1.63, 0.09, 0, 1453
barnes, sn-0.6.0, 02.90, 65672, 2.88, 0.01, 0, 2838
espresso, sn-0.6.0, 05.11, 6332, 5.08, 0.03, 0, 659
z3, sn-0.6.0, 01.17, 66156, 1.14, 0.02, 0, 737
gs, sn-0.6.0, 01.17, 48076, 1.14, 0.03, 0, 1993
redis, sn-0.6.0, 4.241, 30492, 1.70, 0.43, 0, 8554
cfrac, sn-0.6.0, 06.26, 3272, 6.25, 0.00, 0, 431
leanN, sn-0.6.0, 25.24, 540816, 98.88, 0.86, 0, 13196
sed, sn-0.6.0, 01.72, 342792, 1.62, 0.10, 0, 1473
barnes, sn-0.6.0, 02.88, 65672, 2.86, 0.01, 0, 2846
espresso, sn-0.6.0, 05.16, 6204, 5.14, 0.02, 0, 657
z3, sn-0.6.0, 01.19, 66132, 1.16, 0.02, 0, 740
gs, sn-0.6.0, 01.19, 48452, 1.14, 0.05, 0, 1998
redis, sn-0.6.0, 4.162, 30416, 1.72, 0.37, 0, 8595
cfrac, sn-0.6.0, 06.27, 3276, 6.27, 0.00, 0, 429
leanN, sn-0.6.0, 25.06, 516652, 97.97, 0.97, 0, 11333
sed, sn-0.6.0, 01.73, 342792, 1.64, 0.08, 0, 1478
barnes, sn-0.6.0, 02.92, 65664, 2.91, 0.01, 0, 2840
espresso, sn-0.6.0, 05.11, 6296, 5.09, 0.02, 0, 656
z3, sn-0.6.0, 01.17, 66088, 1.15, 0.01, 0, 741
gs, sn-0.6.0, 01.17, 48348, 1.15, 0.02, 0, 1996
redis, sn-0.6.0, 4.202, 30528, 1.74, 0.37, 0, 8568
cfrac, sn-0.6.0, 06.28, 3312, 6.28, 0.00, 0, 435
leanN, sn-0.6.0, 24.59, 547572, 94.33, 0.82, 0, 11927
sed, sn-0.6.0, 01.76, 342800, 1.69, 0.07, 0, 1456
barnes, sn-0.6.0, 02.89, 65644, 2.87, 0.01, 0, 2849
espresso, sn-0.6.0, 05.13, 6248, 5.10, 0.02, 0, 657
z3, sn-0.6.0, 01.17, 66224, 1.15, 0.01, 0, 738
gs, sn-0.6.0, 01.17, 48396, 1.14, 0.02, 0, 1999
redis, sn-0.6.0, 4.217, 30432, 1.76, 0.36, 0, 8574
cfrac, sn-0.6.0, 06.26, 3336, 6.26, 0.00, 0, 435
leanN, sn-0.6.0, 25.81, 534344, 100.53, 0.99, 0, 12584
sed, sn-0.6.0, 01.76, 342784, 1.64, 0.12, 0, 1476
barnes, sn-0.6.0, 02.88, 65636, 2.86, 0.02, 0, 2848
espresso, sn-0.6.0, 05.13, 6432, 5.11, 0.01, 0, 656
z3, sn-0.6.0, 01.18, 65980, 1.17, 0.01, 0, 736
gs, sn-0.6.0, 01.19, 48464, 1.15, 0.03, 0, 1999
redis, sn-0.6.0, 4.178, 30424, 1.69, 0.40, 0, 8592
cfrac, sn-0.6.0, 06.29, 3304, 6.29, 0.00, 0, 436
leanN, sn-0.6.0, 25.81, 539980, 100.77, 0.90, 0, 13684
sed, sn-0.6.0, 01.73, 342852, 1.63, 0.09, 0, 1479
barnes, sn-0.6.0, 02.88, 65684, 2.85, 0.02, 0, 2840
espresso, sn-0.6.0, 05.16, 6364, 5.15, 0.01, 0, 660
z3, sn-0.6.0, 01.17, 65920, 1.15, 0.02, 0, 731
gs, sn-0.6.0, 01.17, 48424, 1.14, 0.02, 0, 1998
redis, sn-0.6.0, 4.193, 30440, 1.71, 0.40, 0, 8578
cfrac, sn-0.6.0, 06.26, 3328, 6.26, 0.00, 0, 428
leanN, sn-0.6.0, 24.98, 545136, 96.54, 0.80, 0, 12708
sed, sn-0.6.0, 01.74, 342788, 1.64, 0.10, 0, 1477
barnes, sn-0.6.0, 02.85, 65604, 2.84, 0.01, 0, 2829
espresso, sn-0.6.0, 05.09, 6296, 5.07, 0.02, 0, 656
z3, sn-0.6.0, 01.17, 66064, 1.15, 0.01, 0, 732
