barnes, sn-0.6.0-full-checks, 02.91, 65716, 2.88, 0.02, 0, 2863
espresso, sn-0.6.0-full-checks, 05.35, 12640, 5.30, 0.04, 0, 744
z3, sn-0.6.0-full-checks, 01.18, 72428, 1.17, 0.01, 0, 773
gs, sn-0.6.0-full-checks, 01.21, 54304, 1.18, 0.02, 0, 2018
redis, sn-0.6.0-full-checks, 4.435, 33628, 1.91, 0.32, 0, 8964
cfrac, sn-0.6.0-full-checks, 06.63, 3584, 6.63, 0.00, 0, 496
leanN, sn-0.6.0-full-checks, 26.78, 681948, 102.76, 1.04, 0, 16260
sed, sn-0.6.0-full-checks, 01.74, 349752, 1.65, 0.08, 0, 1670
barnes, sn-0.6.0-full-checks, 02.91, 65620, 2.90, 0.01, 0, 2854
espresso, sn-0.6.0-full-checks, 05.27, 12760, 5.23, 0.04, 0, 739
z3, sn-0.6.0-full-checks, 01.17, 70204, 1.16, 0.01, 0, 758
gs, sn-0.6.0-full-checks, 01.19, 56340, 1.15, 0.03, 0, 1955
redis, sn-0.6.0-full-checks, 4.504, 33404, 1.72, 0.54, 0, 8904
cfrac, sn-0.6.0-full-checks, 06.62, 3560, 6.62, 0.00, 0, 499
leanN, sn-0.6.0-full-checks, 26.59, 650568, 102.61, 1.04, 0, 12623
sed, sn-0.6.0-full-checks, 01.74, 347584, 1.63, 0.10, 0, 1694
barnes, sn-0.6.0-full-checks, 02.86, 65748, 2.82, 0.03, 0, 2853
espresso, sn-0.6.0-full-checks, 05.28, 12604, 5.25, 0.03, 0, 730
z3, sn-0.6.0-full-checks, 01.19, 72360, 1.18, 0.01, 0, 783
gs, sn-0.6.0-full-checks, 01.18, 56336, 1.15, 0.02, 0, 2378
redis, sn-0.6.0-full-checks, 4.406, 33360, 1.83, 0.39, 0, 8930
cfrac, sn-0.6.0-full-checks, 06.60, 3628, 6.60, 0.00, 0, 496
leanN, sn-0.6.0-full-checks, 26.99, 655148, 105.01, 1.00, 0, 13196
sed, sn-0.6.0-full-checks, 01.73, 349380, 1.65, 0.08, 0, 1545
barnes, sn-0.6.0-full-checks, 02.87, 65740, 2.85, 0.02, 0, 2853
espresso, sn-0.6.0-full-checks, 05.27, 12648, 5.20, 0.06, 0, 740
z3, sn-0.6.0-full-checks, 01.17, 70140, 1.14, 0.02, 0, 761
gs, sn-0.6.0-full-checks, 01.18, 54004, 1.16, 0.02, 0, 1961
redis, sn-0.6.0-full-checks, 4.357, 33356, 1.85, 0.34, 0, 8977
cfrac, sn-0.6.0-full-checks, 06.61, 3584, 6.61, 0.00, 0, 495
leanN, sn-0.6.0-full-checks, 26.66, 675748, 101.94, 1.01, 0, 13980
sed, sn-0.6.0-full-checks, 01.73, 347264, 1.64, 0.09, 0, 1571
barnes, sn-0.6.0-full-checks, 02.87, 65632, 2.86, 0.01, 0, 2853
espresso, sn-0.6.0-full-checks, 05.24, 12608, 5.22, 0.02, 0, 748
z3, sn-0.6.0-full-checks, 01.18, 72220, 1.17, 0.01, 0, 772
gs, sn-0.6.0-full-checks, 01.19, 56208, 1.15, 0.03, 0, 1961
redis, sn-0.6.0-full-checks, 4.369, 33168, 1.79, 0.40, 0, 8840
cfrac, sn-0.6.0-full-checks, 06.76, 3580, 6.76, 0.00, 0, 497
leanN, sn-0.6.0-full-checks, 26.67, 671232, 102.70, 1.00, 0, 13239
sed, sn-0.6.0-full-checks, 01.75, 351632, 1.63, 0.11, 0, 1713
barnes, sn-0.6.0-full-checks, 02.88, 65700, 2.86, 0.02, 0, 2854
espresso, sn-0.6.0-full-checks, 05.33, 12760, 5.29, 0.04, 0, 726
z3, sn-0.6.0-full-checks, 01.17, 70276, 1.16, 0.00, 0, 767
gs, sn-0.6.0-full-checks, 01.19, 54364, 1.15, 0.03, 0, 2014
redis, sn-0.6.0-full-checks, 4.343, 33512, 1.90, 0.29, 0, 9002
cfrac, sn-0.6.0-full-checks, 06.60, 3596, 6.60, 0.00, 0, 507
leanN, sn-0.6.0-full-checks, 26.23, 673484, 100.36, 0.96, 0, 12775
sed, sn-0.6.0-full-checks, 01.74, 349496, 1.65, 0.09, 0, 1693
barnes, sn-0.6.0-full-checks, 02.94, 65752, 2.90, 0.03, 0, 2856
espresso, sn-0.6.0-full-checks, 05.25, 12740, 5.22, 0.02, 0, 734
z3, sn-0.6.0-full-checks, 01.18, 70424, 1.16, 0.01, 0, 759
gs, sn-0.6.0-full-checks, 01.19, 53812, 1.17, 0.01, 0, 1939
redis, sn-0.6.0-full-checks, 4.392, 33984, 1.86, 0.35, 0, 9164
cfrac, sn-0.6.0-full-checks, 06.61, 3664, 6.61, 0.00, 0, 512
leanN, sn-0.6.0-full-checks, 27.06, 681168, 105.03, 1.04, 0, 11898
sed, sn-0.6.0-full-checks, 01.79, 347472, 1.72, 0.06, 0, 1697
barnes, sn-0.6.0-full-checks, 02.91, 65776, 2.88, 0.02, 0, 2856
espresso, sn-0.6.0-full-checks, 05.28, 12608, 5.27, 0.01, 0, 736
z3, sn-0.6.0-full-checks, 01.18, 70388, 1.15, 0.02, 0, 768
gs, sn-0.6.0-full-checks, 01.18, 54236, 1.16, 0.02, 0, 1958
redis, sn-0.6.0-full-checks, 4.403, 33604, 1.88, 0.33, 0, 9014
cfrac, sn-0.6.0-full-checks, 06.62, 3576, 6.62, 0.00, 0, 495
leanN, sn-0.6.0-full-checks, 26.55, 655872, 101.70, 1.10, 0, 13236
sed, sn-0.6.0-full-checks, 01.79, 347480, 1.70, 0.09, 0, 1697
barnes, sn-0.6.0-full-checks, 02.87, 65632, 2.85, 0.02, 0, 2855
espresso, sn-0.6.0-full-checks, 05.28, 12608, 5.25, 0.02, 0, 758
z3, sn-0.6.0-full-checks, 01.19, 70156, 1.17, 0.01, 0, 765
gs, sn-0.6.0-full-checks, 01.19, 54220, 1.15, 0.04, 0, 1945
redis, sn-0.6.0-full-checks, 4.406, 33720, 1.87, 0.35, 0, 9048
cfrac, sn-0.6.0-full-checks, 06.62, 3672, 6.62, 0.00, 0, 512
leanN, sn-0.6.0-full-checks, 27.77, 662424, 108.83, 0.93, 0, 13224
sed, sn-0.6.0-full-checks, 01.74, 349428, 1.65, 0.08, 0, 1596
barnes, sn-0.6.0-full-checks, 02.86, 65732, 2.84, 0.02, 0, 2854
espresso, sn-0.6.0-full-checks, 05.27, 12808, 5.26, 0.00, 0, 733
z3, sn-0.6.0-full-checks, 01.17, 70276, 1.15, 0.02, 0, 767
gs, sn-0.6.0-full-checks, 01.19, 54336, 1.15, 0.03, 0, 1947
