barnes, sn-0.5.3, 02.87, 70068, 2.84, 0.02, 0, 2518
espresso, sn-0.5.3, 05.21, 10244, 5.19, 0.01, 0, 410
z3, sn-0.5.3, 01.18, 73508, 1.16, 0.01, 0, 563
gs, sn-0.5.3, 01.17, 56084, 1.16, 0.01, 0, 1873
redis, sn-0.5.3, 4.348, 37168, 1.90, 0.28, 0, 7518
cfrac, sn-0.5.3, 06.33, 8244, 6.32, 0.00, 0, 446
leanN, sn-0.5.3, 25.46, 546652, 96.19, 0.86, 0, 3333
sed, sn-0.5.3, 01.73, 310148, 1.65, 0.08, 0, 682
barnes, sn-0.5.3, 02.84, 70132, 2.82, 0.01, 0, 2530
espresso, sn-0.5.3, 05.13, 10240, 5.11, 0.02, 0, 411
z3, sn-0.5.3, 01.17, 73488, 1.15, 0.02, 0, 565
gs, sn-0.5.3, 01.19, 56076, 1.16, 0.02, 0, 1875
redis, sn-0.5.3, 4.314, 37128, 1.78, 0.38, 0, 7346
cfrac, sn-0.5.3, 06.31, 8424, 6.30, 0.01, 0, 444
leanN, sn-0.5.3, 26.53, 537680, 101.52, 0.99, 0, 4183
sed, sn-0.5.3, 01.73, 310248, 1.64, 0.08, 0, 684
barnes, sn-0.5.3, 02.85, 70108, 2.83, 0.02, 0, 2526
espresso, sn-0.5.3, 05.14, 10212, 5.11, 0.02, 0, 411
z3, sn-0.5.3, 01.17, 73712, 1.16, 0.01, 0, 566
gs, sn-0.5.3, 01.15, 56044, 1.14, 0.01, 0, 1871
redis, sn-0.5.3, 4.244, 37064, 1.74, 0.39, 0, 7619
cfrac, sn-0.5.3, 06.31, 8408, 6.31, 0.00, 0, 447
leanN, sn-0.5.3, 25.44, 547264, 96.18, 0.87, 0, 3596
sed, sn-0.5.3, 01.72, 310392, 1.65, 0.07, 0, 683
barnes, sn-0.5.3, 02.86, 69948, 2.84, 0.01, 0, 2523
espresso, sn-0.5.3, 05.11, 10280, 5.09, 0.02, 0, 406
z3, sn-0.5.3, 01.19, 73804, 1.17, 0.02, 0, 564
gs, sn-0.5.3, 01.16, 56260, 1.11, 0.04, 0, 1875
redis, sn-0.5.3, 4.254, 37024, 1.80, 0.33, 0, 7116
cfrac, sn-0.5.3, 06.38, 8424, 6.37, 0.00, 0, 446
leanN, sn-0.5.3, 25.91, 536216, 98.51, 0.89, 0, 3475
sed, sn-0.5.3, 01.71, 310356, 1.63, 0.08, 0, 684
barnes, sn-0.5.3, 02.84, 70108, 2.83, 0.00, 0, 2520
espresso, sn-0.5.3, 05.14, 10392, 5.10, 0.03, 0, 414
z3, sn-0.5.3, 01.16, 73748, 1.15, 0.01, 0, 566
gs, sn-0.5.3, 01.16, 56052, 1.15, 0.01, 0, 1871
redis, sn-0.5.3, 4.271, 37064, 1.74, 0.41, 0, 6995
cfrac, sn-0.5.3, 06.46, 8348, 6.45, 0.00, 0, 445
leanN, sn-0.5.3, 25.31, 555048, 95.87, 0.90, 0, 3509
sed, sn-0.5.3, 01.72, 310300, 1.65, 0.07, 0, 685
barnes, sn-0.5.3, 02.94, 70008, 2.93, 0.00, 0, 2522
espresso, sn-0.5.3, 05.15, 10252, 5.13, 0.01, 0, 413
z3, sn-0.5.3, 01.17, 73808, 1.15, 0.01, 0, 571
gs, sn-0.5.3, 01.16, 56216, 1.14, 0.02, 0, 1872
redis, sn-0.5.3, 4.224, 37128, 1.74, 0.38, 0, 7520
cfrac, sn-0.5.3, 06.30, 8292, 6.30, 0.00, 0, 445
leanN, sn-0.5.3, 27.30, 526460, 106.32, 0.96, 0, 2879
sed, sn-0.5.3, 01.72, 310416, 1.64, 0.07, 0, 686
barnes, sn-0.5.3, 02.87, 70156, 2.85, 0.02, 0, 2519
espresso, sn-0.5.3, 05.13, 10420, 5.09, 0.03, 0, 414
z3, sn-0.5.3, 01.16, 73580, 1.14, 0.02, 0, 565
gs, sn-0.5.3, 01.15, 56056, 1.12, 0.02, 0, 1876
redis, sn-0.5.3, 4.389, 37100, 1.73, 0.47, 0, 7100
cfrac, sn-0.5.3, 06.36, 8348, 6.36, 0.00, 0, 445
leanN, sn-0.5.3, 26.22, 540668, 102.18, 0.90, 0, 3315
sed, sn-0.5.3, 01.78, 310088, 1.68, 0.09, 0, 679
barnes, sn-0.5.3, 02.88, 69948, 2.85, 0.02, 0, 2519
espresso, sn-0.5.3, 05.16, 10328, 5.14, 0.01, 0, 413
z3, sn-0.5.3, 01.16, 73572, 1.14, 0.01, 0, 562
gs, sn-0.5.3, 01.16, 56172, 1.13, 0.03, 0, 1872
redis, sn-0.5.3, 4.348, 36980, 1.82, 0.36, 0, 7483
cfrac, sn-0.5.3, 06.32, 8408, 6.32, 0.00, 0, 448
leanN, sn-0.5.3, 25.75, 549084, 98.06, 0.79, 0, 3423
sed, sn-0.5.3, 01.76, 310376, 1.70, 0.05, 0, 681
barnes, sn-0.5.3, 02.90, 70064, 2.87, 0.02, 0, 2525
espresso, sn-0.5.3, 05.14, 10240, 5.10, 0.04, 0, 411
z3, sn-0.5.3, 01.17, 73556, 1.15, 0.01, 0, 562
gs, sn-0.5.3, 01.16, 56032, 1.14, 0.02, 0, 1876
redis, sn-0.5.3, 4.314, 36988, 1.81, 0.36, 0, 7349
cfrac, sn-0.5.3, 06.34, 8424, 6.33, 0.00, 0, 446
leanN, sn-0.5.3, 26.49, 539092, 101.33, 0.99, 3, 3592
sed, sn-0.5.3, 01.72, 310300, 1.65, 0.07, 0, 679
barnes, sn-0.5.3, 02.86, 70068, 2.85, 0.01, 0, 2523
espresso, sn-0.5.3, 05.15, 10352, 5.14, 0.01, 0, 415
