barnes, sn-0.6.0-memcpy-checks, 02.89, 65608, 2.88, 0.01, 0, 2837
espresso, sn-0.6.0-memcpy-checks, 05.20, 6256, 5.19, 0.00, 0, 657
z3, sn-0.6.0-memcpy-checks, 01.19, 66128, 1.17, 0.02, 0, 738
gs, sn-0.6.0-memcpy-checks, 01.17, 48512, 1.14, 0.03, 0, 2000
redis, sn-0.6.0-memcpy-checks, 4.274, 30408, 1.75, 0.40, 0, 8544
cfrac, sn-0.6.0-memcpy-checks, 06.27, 3320, 6.27, 0.00, 0, 431
leanN, sn-0.6.0-memcpy-checks, 25.01, 545020, 96.33, 0.92, 0, 13126
sed, sn-0.6.0-memcpy-checks, 01.72, 342792, 1.62, 0.10, 0, 1473
barnes, sn-0.6.0-memcpy-checks, 02.91, 65628, 2.89, 0.02, 0, 2840
espresso, sn-0.6.0-memcpy-checks, 05.12, 6440, 5.09, 0.02, 0, 659
z3, sn-0.6.0-memcpy-checks, 01.17, 65872, 1.16, 0.00, 0, 735
gs, sn-0.6.0-memcpy-checks, 01.17, 48300, 1.14, 0.02, 0, 1997
redis, sn-0.6.0-memcpy-checks, 4.317, 30544, 1.78, 0.39, 0, 8538
cfrac, sn-0.6.0-memcpy-checks, 06.27, 3320, 6.27, 0.00, 0, 432
leanN, sn-0.6.0-memcpy-checks, 27.40, 529564, 110.40, 0.89, 0, 12793
sed, sn-0.6.0-memcpy-checks, 01.72, 342716, 1.61, 0.10, 0, 1452
barnes, sn-0.6.0-memcpy-checks, 02.86, 65628, 2.84, 0.01, 0, 2840
espresso, sn-0.6.0-memcpy-checks, 05.11, 6256, 5.08, 0.03, 0, 655
z3, sn-0.6.0-memcpy-checks, 01.17, 66060, 1.15, 0.01, 0, 738
gs, sn-0.6.0-memcpy-checks, 01.19, 48188, 1.16, 0.03, 0, 2000
redis, sn-0.6.0-memcpy-checks, 4.257, 30400, 1.75, 0.39, 0, 8555
cfrac, sn-0.6.0-memcpy-checks, 06.31, 3320, 6.31, 0.00, 0, 432
leanN, sn-0.6.0-memcpy-checks, 26.73, 542128, 106.45, 0.90, 0, 11923
sed, sn-0.6.0-memcpy-checks, 01.72, 342820, 1.65, 0.07, 0, 1451
barnes, sn-0.6.0-memcpy-checks, 02.86, 65628, 2.84, 0.01, 0, 2837
espresso, sn-0.6.0-memcpy-checks, 05.15, 6216, 5.10, 0.04, 0, 656
z3, sn-0.6.0-memcpy-checks, 01.17, 66232, 1.15, 0.01, 0, 741
gs, sn-0.6.0-memcpy-checks, 01.18, 48336, 1.15, 0.02, 0, 2000
redis, sn-0.6.0-memcpy-checks, 4.236, 30356, 1.68, 0.45, 0, 8560
cfrac, sn-0.6.0-memcpy-checks, 06.24, 3336, 6.24, 0.00, 0, 434
leanN, sn-0.6.0-memcpy-checks, 25.17, 533080, 97.46, 0.95, 0, 13412
sed, sn-0.6.0-memcpy-checks, 01.72, 342824, 1.62, 0.09, 0, 1453
barnes, sn-0.6.0-memcpy-checks, 02.86, 65608, 2.82, 0.03, 0, 2834
espresso, sn-0.6.0-memcpy-checks, 05.14, 6412, 5.11, 0.02, 0, 659
z3, sn-0.6.0-memcpy-checks, 01.17, 66104, 1.15, 0.01, 0, 738
gs, sn-0.6.0-memcpy-checks, 01.17, 48108, 1.13, 0.04, 0, 1997
redis, sn-0.6.0-memcpy-checks, 4.265, 30460, 1.72, 0.42, 0, 8543
cfrac, sn-0.6.0-memcpy-checks, 06.28, 3336, 6.27, 0.00, 0, 432
leanN, sn-0.6.0-memcpy-checks, 25.95, 534752, 101.70, 0.95, 0, 11941
sed, sn-0.6.0-memcpy-checks, 01.73, 342804, 1.64, 0.08, 0, 1476
barnes, sn-0.6.0-memcpy-checks, 02.86, 65604, 2.84, 0.01, 0, 2841
espresso, sn-0.6.0-memcpy-checks, 05.14, 6440, 5.12, 0.02, 0, 661
z3, sn-0.6.0-memcpy-checks, 01.16, 66264, 1.14, 0.02, 0, 740
gs, sn-0.6.0-memcpy-checks, 01.18, 48464, 1.14, 0.04, 0, 1999
redis, sn-0.6.0-memcpy-checks, 4.229, 30404, 1.71, 0.42, 0, 8564
cfrac, sn-0.6.0-memcpy-checks, 06.24, 3336, 6.24, 0.00, 0, 430
leanN, sn-0.6.0-memcpy-checks, 26.90, 518652, 106.80, 0.83, 0, 11945
sed, sn-0.6.0-memcpy-checks, 01.74, 342748, 1.66, 0.07, 0, 1482
barnes, sn-0.6.0-memcpy-checks, 02.85, 65648, 2.82, 0.02, 0, 2844
espresso, sn-0.6.0-memcpy-checks, 05.12, 6548, 5.08, 0.04, 0, 663
z3, sn-0.6.0-memcpy-checks, 01.17, 66016, 1.15, 0.01, 0, 742
gs, sn-0.6.0-memcpy-checks, 01.17, 48452, 1.13, 0.03, 0, 1998
redis, sn-0.6.0-memcpy-checks, 4.328, 30368, 1.83, 0.34, 0, 8531
cfrac, sn-0.6.0-memcpy-checks, 06.25, 3340, 6.25, 0.00, 0, 430
leanN, sn-0.6.0-memcpy-checks, 25.73, 544584, 100.10, 0.90, 0, 13151
sed, sn-0.6.0-memcpy-checks, 01.74, 342872, 1.63, 0.10, 0, 1479
barnes, sn-0.6.0-memcpy-checks, 02.86, 65648, 2.84, 0.02, 0, 2848
espresso, sn-0.6.0-memcpy-checks, 05.12, 6428, 5.10, 0.02, 0, 657
z3, sn-0.6.0-memcpy-checks, 01.17, 66184, 1.15, 0.01, 0, 741
gs, sn-0.6.0-memcpy-checks, 01.19, 48188, 1.15, 0.04, 0, 2000
redis, sn-0.6.0-memcpy-checks, 4.306, 30440, 1.81, 0.35, 0, 8542
cfrac, sn-0.6.0-memcpy-checks, 06.27, 3376, 6.27, 0.00, 0, 434
leanN, sn-0.6.0-memcpy-checks, 26.59, 534420, 106.42, 0.76, 0, 12479
sed, sn-0.6.0-memcpy-checks, 01.79, 342792, 1.69, 0.10, 0, 1477
barnes, sn-0.6.0-memcpy-checks, 02.88, 65616, 2.87, 0.01, 0, 2841
espresso, sn-0.6.0-memcpy-checks, 05.12, 6240, 5.10, 0.02, 0, 655
z3, sn-0.6.0-memcpy-checks, 01.18, 66120, 1.16, 0.02, 0, 731
gs, sn-0.6.0-memcpy-checks, 01.19, 47984, 1.15, 0.03, 0, 1996
redis, sn-0.6.0-memcpy-checks, 4.492, 30384, 1.88, 0.38, 0, 8479
cfrac, sn-0.6.0-memcpy-checks, 06.28, 3376, 6.28, 0.00, 0, 434
leanN, sn-0.6.0-memcpy-checks, 26.56, 530728, 106.76, 0.88, 0, 12442
sed, sn-0.6.0-memcpy-checks, 01.73, 342796, 1.64, 0.09, 0, 1474
barnes, sn-0.6.0-memcpy-checks, 02.92, 65608, 2.90, 0.02, 0, 2837
espresso, sn-0.6.0-memcpy-checks, 05.13, 6548, 5.11, 0.01, 0, 660
z3, sn-0.6.0-memcpy-checks, 01.16, 65980, 1.16, 0.00, 0, 736
gs, sn-0.6.0-memcpy-checks, 01.18, 48384, 1.16, 0.02, 0, 1997
redis, sn-0.6.0-memcpy-checks, 4.320, 30388, 1.80, 0.37, 0, 8544
cfrac, sn-0.6.0-memcpy-checks, 06.27, 3308, 6.27, 0.00, 0, 433
leanN, sn-0.6.0-memcpy-checks, 25.50, 536352, 99.48, 0.93, 0, 13333
sed, sn-0.6.0-memcpy-checks, 01.73, 342988, 1.64, 0.09, 0, 1481
barnes, sn-0.6.0-memcpy-checks, 02.87, 65556, 2.85, 0.02, 0, 2842
espresso, sn-0.6.0-memcpy-checks, 05.26, 6440, 5.23, 0.02, 0, 659
z3, sn-0.6.0-memcpy-checks, 01.18, 66176, 1.17, 0.01, 0, 738
gs, sn-0.6.0-memcpy-checks, 01.18, 48476, 1.15, 0.02, 0, 2006
redis, sn-0.6.0-memcpy-checks, 4.328, 30440, 1.79, 0.38, 0, 8532
cfrac, sn-0.6.0-memcpy-checks, 06.27, 3336, 6.27, 0.00, 0, 429
leanN, sn-0.6.0-memcpy-checks, 25.23, 533980, 96.62, 0.83, 0, 12236
sed, sn-0.6.0-memcpy-checks, 01.73, 342752, 1.64, 0.09, 0, 1452
barnes, sn-0.6.0-memcpy-checks, 02.87, 65572, 2.84, 0.02, 0, 2839
espresso, sn-0.6.0-memcpy-checks, 05.20, 6260, 5.17, 0.02, 0, 656
z3, sn-0.6.0-memcpy-checks, 01.17, 66212, 1.15, 0.01, 0, 737
gs, sn-0.6.0-memcpy-checks, 01.17, 48144, 1.15, 0.02, 0, 1997
redis, sn-0.6.0-memcpy-checks, 4.289, 30472, 1.78, 0.37, 0, 8542
cfrac, sn-0.6.0-memcpy-checks, 06.27, 3420, 6.26, 0.00, 0, 435
leanN, sn-0.6.0-memcpy-checks, 24.51, 522388, 93.95, 0.87, 0, 11928
sed, sn-0.6.0-memcpy-checks, 01.72, 342740, 1.64, 0.08, 0, 1472
barnes, sn-0.6.0-memcpy-checks, 02.86, 65616, 2.84, 0.02, 0, 2829
espresso, sn-0.6.0-memcpy-checks, 05.16, 6336, 5.14, 0.01, 0, 658
z3, sn-0.6.0-memcpy-checks, 01.18, 66124, 1.17, 0.01, 0, 734
gs, sn-0.6.0-memcpy-checks, 01.17, 48504, 1.16, 0.01, 0, 1998
redis, sn-0.6.0-memcpy-checks, 4.270, 30452, 1.82, 0.32, 0, 8553
cfrac, sn-0.6.0-memcpy-checks, 06.26, 3308, 6.26, 0.00, 0, 434
leanN, sn-0.6.0-memcpy-checks, 24.86, 533536, 96.02, 0.79, 0, 13301
sed, sn-0.6.0-memcpy-checks, 01.73, 342864, 1.64, 0.08, 0, 1477
barnes, sn-0.6.0-memcpy-checks, 02.90, 65628, 2.88, 0.01, 0, 2840
espresso, sn-0.6.0-memcpy-checks, 05.11, 6336, 5.10, 0.01, 0, 658
z3, sn-0.6.0-memcpy-checks, 01.18, 66104, 1.16, 0.01, 0, 736
gs, sn-0.6.0-memcpy-checks, 01.18, 47980, 1.14, 0.03, 0, 1995
redis, sn-0.6.0-memcpy-checks, 4.441, 30420, 1.90, 0.33, 0, 8490
cfrac, sn-0.6.0-memcpy-checks, 06.26, 3312, 6.26, 0.00, 0, 432
leanN, sn-0.6.0-memcpy-checks, 24.50, 526484, 93.75, 0.78, 0, 11139
sed, sn-0.6.0-memcpy-checks, 01.74, 342876, 1.65, 0.09, 0, 1479
barnes, sn-0.6.0-memcpy-checks, 02.93, 65692, 2.91, 0.01, 0, 2840
espresso, sn-0.6.0-memcpy-checks, 05.16, 6204, 5.13, 0.03, 0, 655
z3, sn-0.6.0-memcpy-checks, 01.22, 66008, 1.20, 0.02, 0, 732
gs, sn-0.6.0-memcpy-checks, 01.19, 48452, 1.15, 0.04, 0, 1998
redis, sn-0.6.0-memcpy-checks, 4.367, 30356, 1.80, 0.39, 0, 8516
cfrac, sn-0.6.0-memcpy-checks, 06.29, 3336, 6.29, 0.00, 0, 430
leanN, sn-0.6.0-memcpy-checks, 26.06, 528052, 101.95, 0.89, 0, 11474
sed, sn-0.6.0-memcpy-checks, 01.73, 342804, 1.64, 0.08, 0, 1455
barnes, sn-0.6.0-memcpy-checks, 02.85, 65772, 2.83, 0.02, 0, 2825
espresso, sn-0.6.0-memcpy-checks, 05.11, 6300, 5.07, 0.04, 0, 655
z3, sn-0.6.0-memcpy-checks, 01.17, 66100, 1.16, 0.00, 0, 735
gs, sn-0.6.0-memcpy-checks, 01.18, 48300, 1.16, 0.01, 0, 1997
redis, sn-0.6.0-memcpy-checks, 4.367, 30380, 1.81, 0.38, 0, 8527
cfrac, sn-0.6.0-memcpy-checks, 06.26, 3336, 6.26, 0.00, 0, 431
leanN, sn-0.6.0-memcpy-checks, 25.88, 525276, 101.33, 0.80, 0, 12426
sed, sn-0.6.0-memcpy-checks, 01.78, 342860, 1.67, 0.10, 0, 1480
barnes, sn-0.6.0-memcpy-checks, 02.90, 65808, 2.87, 0.02, 0, 2847
espresso, sn-0.6.0-memcpy-checks, 05.14, 6252, 5.09, 0.04, 0, 657
z3, sn-0.6.0-memcpy-checks, 01.18, 66176, 1.15, 0.02, 0, 737
gs, sn-0.6.0-memcpy-checks, 01.17, 48444, 1.14, 0.02, 0, 1997
redis, sn-0.6.0-memcpy-checks, 4.263, 30432, 1.80, 0.34, 0, 8561
cfrac, sn-0.6.0-memcpy-checks, 06.27, 3336, 6.27, 0.00, 0, 432
leanN, sn-0.6.0-memcpy-checks, 24.65, 529484, 93.79, 0.87, 0, 12943
sed, sn-0.6.0-memcpy-checks, 01.76, 342828, 1.65, 0.10, 0, 1454
barnes, sn-0.6.0-memcpy-checks, 02.87, 65672, 2.86, 0.01, 0, 2840
espresso, sn-0.6.0-memcpy-checks, 05.13, 6268, 5.10, 0.03, 0, 658
z3, sn-0.6.0-memcpy-checks, 01.20, 65928, 1.18, 0.01, 0, 731
gs, sn-0.6.0-memcpy-checks, 01.19, 47956, 1.17, 0.02, 0, 1990
redis, sn-0.6.0-memcpy-checks, 4.422, 30536, 1.94, 0.28, 0, 8505
cfrac, sn-0.6.0-memcpy-checks, 06.27, 3336, 6.27, 0.00, 0, 432
leanN, sn-0.6.0-memcpy-checks, 25.97, 551676, 101.63, 0.87, 0, 14181
sed, sn-0.6.0-memcpy-checks, 01.73, 342800, 1.65, 0.08, 0, 1478
barnes, sn-0.6.0-memcpy-checks, 02.87, 65672, 2.85, 0.02, 0, 2839
espresso, sn-0.6.0-memcpy-checks, 05.12, 6280, 5.10, 0.02, 0, 659
z3, sn-0.6.0-memcpy-checks, 01.18, 66240, 1.15, 0.02, 0, 736
gs, sn-0.6.0-memcpy-checks, 01.18, 48492, 1.17, 0.01, 0, 2005
redis, sn-0.6.0-memcpy-checks, 4.294, 30464, 1.79, 0.37, 0, 8546
cfrac, sn-0.6.0-memcpy-checks, 06.28, 3336, 6.28, 0.00, 0, 432
leanN, sn-0.6.0-memcpy-checks, 25.64, 536612, 100.11, 0.84, 0, 13271
sed, sn-0.6.0-memcpy-checks, 01.72, 342916, 1.64, 0.08, 0, 1477
barnes, sn-0.6.0-memcpy-checks, 02.86, 65692, 2.85, 0.00, 0, 2843
espresso, sn-0.6.0-memcpy-checks, 05.12, 6304, 5.09, 0.02, 0, 655
z3, sn-0.6.0-memcpy-checks, 01.18, 66208, 1.17, 0.01, 0, 736
gs, sn-0.6.0-memcpy-checks, 01.19, 48212, 1.16, 0.02, 0, 2001
redis, sn-0.6.0-memcpy-checks, 4.283, 30304, 1.82, 0.34, 0, 8541
cfrac, sn-0.6.0-memcpy-checks, 06.26, 3320, 6.26, 0.00, 0, 428
leanN, sn-0.6.0-memcpy-checks, 24.79, 534008, 95.51, 0.88, 0, 12152
